shortName	gemma_term	gemma_uri	gpt_cell_lines	gpt_term	gpt_term_id	basic_match	specific	sensitive
GSE5823	BT-474 cell|||HeLa cell|||MDA-MB-231 cell|||MCF7 cell	http://purl.obolibrary.org/obo/CLO_0002042|||http://purl.obolibrary.org/obo/CLO_0003684|||http://purl.obolibrary.org/obo/CLO_0007634|||http://purl.obolibrary.org/obo/CLO_0007606	BT-474|||MCF-7|||MDA-MB-231|||HeLa	BT-474|||MCF-7|||MDA-MB-231|||HeLa	CLO:0002042|||EFO:0001203|||CLO:0007634|||CLO:0003684	TRUE	FALSE	FALSE
GSE171117	D283 Med cell	http://purl.obolibrary.org/obo/CLO_0002673	D283 Med	D283 Med	EFO:0002156	FALSE	FALSE	FALSE
GSE25525	4T1 cell	http://purl.obolibrary.org/obo/CLO_0001401	4T1	4T1	CLO:0001401	TRUE	TRUE	TRUE
GSE141385	MKN7|||SNU-719	http://www.ebi.ac.uk/efo/EFO_0002895|||http://www.ebi.ac.uk/efo/EFO_0006760	MKN7|||NCC24|||SNU719	MKN7|||NCC24|||SNU719	EFO:0002895|||EFO:0006293|||EFO:0006760	TRUE	FALSE	TRUE
GSE49354	H9 ES cell|||human induced pluripotent stem cell line cell|||human embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037313|||http://purl.obolibrary.org/obo/CLO_0037308|||http://purl.obolibrary.org/obo/CLO_0037280	hESC|||CTB	hESC	CL:0002322	FALSE	FALSE	FALSE
GSE53698	IMR-32 cell	http://purl.obolibrary.org/obo/CLO_0006948	IMR-32	IMR-32	EFO:0001195	FALSE	FALSE	FALSE
GSE12664	A549 cell	http://purl.obolibrary.org/obo/CLO_0001601	A549	A549	EFO:0001086	FALSE	FALSE	FALSE
GSE25621	GRANTA-519 cell	http://purl.obolibrary.org/obo/CLO_0003561	Granta 519	Granta 519	CLO:0003561	TRUE	TRUE	TRUE
GSE101766	IMR-90 cell	http://purl.obolibrary.org/obo/CLO_0006951	IMR90 ER:RAS	IMR-90	EFO:0001196	FALSE	FALSE	FALSE
GSE12287	MT2 cell|||MT4 cell	http://purl.obolibrary.org/obo/CLO_0007888|||http://purl.obolibrary.org/obo/CLO_0007891	TaY-E10|||MT-2|||MT-4	TaY-E10|||MT-2|||MT-4	CLO:0050973|||EFO:0022393|||CLO:0007891	TRUE	FALSE	FALSE
GSE255268	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC|||RB-iPSC	iPSC	EFO:0004905	FALSE	FALSE	FALSE
GSE14934	HEK293	http://purl.obolibrary.org/obo/CLO_0001230	HEK-HT	HEK-HT		FALSE	FALSE	FALSE
GSE47386	CHP-212 cell	http://purl.obolibrary.org/obo/CLO_0002473	SK-N-SH|||CHP-212	SK-N-SH|||CHP-212	EFO:0003072|||CLO:0002473	TRUE	FALSE	TRUE
GSE279637	SK-MES-1 cell	http://purl.obolibrary.org/obo/CLO_0009048	SK-MES-1	SK-MES-1	CLO:0009048	TRUE	TRUE	TRUE
GSE87181	AtT20 cell	http://purl.obolibrary.org/obo/CLO_0001765	AtT-20	AtT-20	EFO:0022777	FALSE	FALSE	FALSE
GSE28542	SUM190PT|||SUM149PT cell	http://www.ebi.ac.uk/efo/EFO_0001243|||http://purl.obolibrary.org/obo/CLO_0009917	SUM149PT|||SUM190PT	SUM149PT|||SUM190PT	none|||none	FALSE	FALSE	FALSE
GSE44050	NMuMG cell	http://purl.obolibrary.org/obo/CLO_0008186	NMuMG	NMuMG	EFO:0022800	FALSE	FALSE	FALSE
GSE15942	PC12	http://www.ebi.ac.uk/efo/EFO_0001225	PC12|||PC12-ND6	PC12|||PC12-ND6	EFO:0001225	TRUE	FALSE	TRUE
GSE121376	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-derived cortical interneurons (cINs)	iPSC derived cell line	EFO:0005740	FALSE	FALSE	FALSE
GSE183952	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	Hela	Hela	CLO:0003684	TRUE	TRUE	TRUE
GSE158754	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-derived neurons	iPS-18a	EFO:0007105	FALSE	FALSE	FALSE
GSE21272	CH12.LX	http://www.ebi.ac.uk/efo/EFO_0005233	CH12.LX	CH12.LX	EFO:0005233	TRUE	TRUE	TRUE
GSE43041	embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037279	Flk1+ BL-CFCs|||Ldb1+/+ from Flk1+ cells|||Ldb1-/- from Flk1+ cells	Flk1+ BL-CFCs|||Ldb1+/+ from Flk1+ cells|||Ldb1-/- from Flk1+ cells	CL:0002361	FALSE	FALSE	FALSE
GSE54443	immortal microglial cell line cell	http://purl.obolibrary.org/obo/CLO_0000098	BV2|||Primary microglia	BV2	EFO:0022792	FALSE	FALSE	FALSE
GSE162384	A549 cell	http://purl.obolibrary.org/obo/CLO_0001601	A549	A549	EFO:0001086	FALSE	FALSE	FALSE
GSE9166	Hep G2 cell	http://purl.obolibrary.org/obo/CLO_0003704	HepG2|||Primary human hepatocytes	HepG2|||Primary human hepatocytes	EFO:0001187|||CL:0000182	FALSE	FALSE	FALSE
GSE18457	HCT 116 cell	http://purl.obolibrary.org/obo/CLO_0003665	HCT116|||LNCaP	HCT116|||LNCaP	EFO:0002824|||EFO:0002071	FALSE	FALSE	FALSE
GSE46970	J1 cell	http://purl.obolibrary.org/obo/CLO_0006987	J1	J1	EFO:0004990	FALSE	FALSE	FALSE
GSE121472	LNCAP cell	http://purl.obolibrary.org/obo/CLO_0007365	LNCaP|||PC3	LNCaP|||PC3	EFO:0002071|||EFO:0002074	FALSE	FALSE	FALSE
GSE697	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HeLa	HeLa	CLO:0003684	TRUE	TRUE	TRUE
GSE12067	32D cell|||32D Clone 3 cell	http://purl.obolibrary.org/obo/CLO_0001296|||http://purl.obolibrary.org/obo/CLO_0001297	32Dcl3	32D clone3	EFO:0022755	FALSE	FALSE	FALSE
GSE224811	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	CLO:0009015	TRUE	TRUE	TRUE
GSE7242	FDCP-Mix cl.A4 cell	http://purl.obolibrary.org/obo/CLO_0003074	FDCPmix	FDCPmix	EFO:0022739	FALSE	FALSE	FALSE
GSE30840	RAW 264.7 cell	http://purl.obolibrary.org/obo/CLO_0008753	RAW264.7	RAW 264.7 cell	CLO:0008753	TRUE	TRUE	TRUE
GSE142210	T98G cell|||PANC-1 cell	http://purl.obolibrary.org/obo/CLO_0009258|||http://purl.obolibrary.org/obo/CLO_0008381	PANC-1|||T98G	PANC-1|||T98G	EFO:0002713|||EFO:0002085	FALSE	FALSE	FALSE
GSE46492	RCB0987 cell	http://purl.obolibrary.org/obo/CLO_0050871	C2C12	C2C12	EFO:0001098	FALSE	FALSE	FALSE
GSE24065	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7	MCF7	EFO:0001203	FALSE	FALSE	FALSE
GSE16477	IMR-32 cell	http://purl.obolibrary.org/obo/CLO_0006948	IMR32	IMR32	EFO:0001195	FALSE	FALSE	FALSE
GSE249258	NCI-H526 cell|||NCI-H211 cell|||COR-L311 cell|||NCI-H1048 cell	http://purl.obolibrary.org/obo/CLO_0008096|||http://purl.obolibrary.org/obo/CLO_0008053|||http://purl.obolibrary.org/obo/CLO_0002591|||http://purl.obolibrary.org/obo/CLO_0007979	NCI-H1048|||NCI-H211|||NCI-H526|||COR-L311	NCI-H1048|||NCI-H211|||NCI-H526|||COR-L311	EFO:0002248|||EFO:0006671|||CLO:0008096|||CLO:0002591	TRUE	FALSE	FALSE
GSE58074	SCC-25 cell|||SV40 tumour cell	http://purl.obolibrary.org/obo/CLO_0008967|||http://purl.obolibrary.org/obo/CLO_0009168	KJD|||SCC25	KJD|||SCC25	EFO:0006483	FALSE	FALSE	FALSE
GSE240854	melanoma cell line	http://purl.obolibrary.org/obo/BTO_0000849	WM983-B|||WM983-A	WM983-B|||WM983-A	EFO:0006774|||EFO:0006774	FALSE	FALSE	FALSE
GSE254742	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-neurons	iPSC-neurons	EFO:0004905	FALSE	FALSE	FALSE
GSE224302	MDA-MB-231 cell	http://purl.obolibrary.org/obo/CLO_0007634	MDA231|||Astrocytes	MDA231|||Astrocytes	CLO:0007634|||CL:0000127	TRUE	FALSE	TRUE
GSE21117	J774A.1 cell	http://purl.obolibrary.org/obo/CLO_0007005	Murine J774.A1	Murine J774.A1	EFO:0022735	FALSE	FALSE	FALSE
GSE48328	HEK293	http://purl.obolibrary.org/obo/CLO_0001230	HEK293	HEK293	EFO:0001182	FALSE	FALSE	FALSE
GSE30554	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HeLa	HeLa	CLO:0003684	TRUE	TRUE	TRUE
GSE20125	Detroit 551 cell	http://purl.obolibrary.org/obo/CLO_0002751	hWJSCs|||fetal fibroblast	hWJSCs|||fetal fibroblast	CLO:0037306|||CLO:0000226	FALSE	FALSE	FALSE
GSE29188	Hepa-1c1c7 cell	http://purl.obolibrary.org/obo/CLO_0003712	Hepa 1c1c7	Hepa-1c1c7 cell	CLO:0003712	TRUE	TRUE	TRUE
GSE17828	Hep G2 cell	http://purl.obolibrary.org/obo/CLO_0003704	HepG2	HepG2	EFO:0001187	FALSE	FALSE	FALSE
GSE103637	22Rv1 cell|||RCB2143 cell	http://purl.obolibrary.org/obo/CLO_0001200|||http://purl.obolibrary.org/obo/CLO_0051536	DU145-DR|||22Rv1-DR	DU145-DR|||22Rv1-DR	EFO:0005441|||EFO:0002095	FALSE	FALSE	FALSE
GSE56066	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7	MCF-7	EFO:0001203	FALSE	FALSE	FALSE
GSE19179	MDA-MB-231 cell|||MDA-MB-231 cell	http://purl.obolibrary.org/obo/CLO_0007634|||http://purl.obolibrary.org/obo/CLO_0007634	MDA-MB231|||Mouse Astrocytes	MDA-MB231|||Mouse Astrocytes	CLO:0007634|||CLO:0000159	TRUE	FALSE	TRUE
GSE30670	MDA-MB-231 cell	http://purl.obolibrary.org/obo/CLO_0007634	MDA-MB-231	MDA-MB-231	CLO:0007634	TRUE	TRUE	TRUE
GSE23991	FOCUS cell|||HLE cell|||WRL 68 cell|||H69 cell|||huH-1 cell|||Huh7 cell|||THLE-3 cell|||Hep 3B cell	http://purl.obolibrary.org/obo/CLO_0009985|||http://purl.obolibrary.org/obo/CLO_0009986|||http://purl.obolibrary.org/obo/CLO_0009633|||http://purl.obolibrary.org/obo/CLO_0003609|||http://purl.obolibrary.org/obo/CLO_0009988|||http://purl.obolibrary.org/obo/CLO_0009989|||http://purl.obolibrary.org/obo/CLO_0009347|||http://purl.obolibrary.org/obo/CLO_0003702	Huh1|||HLE|||Sk-Hep1|||Huh7|||FOCUS|||Hep3B|||WRL68|||KMCH|||KMBC|||WITT|||THLE-3|||H69	Huh1|||HLE|||Sk-Hep1|||Huh7|||FOCUS|||Hep3B|||WRL68|||KMCH|||KMBC|||WITT|||THLE-3|||H69	EFO:0006445|||CLO:0009986|||CLO:0009037|||EFO:0005384|||CLO:0050009|||EFO:0002205|||CLO:0009633|||EFO:0022353|||EFO:0022353|||CLO:0009347|||EFO:0002300	TRUE	FALSE	FALSE
GSE208184	SK-N-BE(2) cell	http://purl.obolibrary.org/obo/CLO_0009052	SK-N-BE(2)	SK-N-BE(2)	EFO:0022401	FALSE	FALSE	FALSE
GSE199835	SW480 cell|||HCT 116 cell|||HT-29 cell	http://purl.obolibrary.org/obo/CLO_0009218|||http://purl.obolibrary.org/obo/CLO_0003665|||http://purl.obolibrary.org/obo/CLO_0004283	HCT116|||HT29|||SW480	HCT116|||HT29|||SW480	EFO:0002824|||EFO:0001193|||EFO:0002083	FALSE	FALSE	FALSE
GSE51978	IMR-32 cell	http://purl.obolibrary.org/obo/CLO_0006948	IMR32	IMR32	EFO:0001195	FALSE	FALSE	FALSE
GSE37571	Calu-3 cell	http://purl.obolibrary.org/obo/CLO_0002192	Calu-3	Calu-3	CLO:0002192	TRUE	TRUE	TRUE
GSE4561	HT-29 cell	http://purl.obolibrary.org/obo/CLO_0004283	HT-29	HT-29	EFO:0001193	FALSE	FALSE	FALSE
GSE123161	immortal rat glial cell line cell	http://purl.obolibrary.org/obo/CLO_0009771	Primary MCs|||SIRMu-1|||rMC-1	Primary MCs|||SIRMu-1|||rMC-1	CL:0000001|||CLO:0009771|||CLO:0000615	TRUE	FALSE	TRUE
GSE38628	NHEK	http://www.ebi.ac.uk/efo/EFO_0002799	Primary human keratinocytes (NHEK)	NHEK	EFO:0002799	TRUE	TRUE	TRUE
GSE3202	NCI-H720 cell|||A549 cell|||NCI-H209 cell	http://purl.obolibrary.org/obo/CLO_0008110|||http://purl.obolibrary.org/obo/CLO_0001601|||http://purl.obolibrary.org/obo/CLO_0008049	H720|||A549|||H209	H720|||A549|||H209	CLO:0008110|||EFO:0001086|||EFO:0006671	TRUE	FALSE	FALSE
GSE246550	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	EFO:0002717	FALSE	FALSE	FALSE
GSE233138	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7	MCF7	EFO:0001203	FALSE	FALSE	FALSE
GSE68852	Caco-2 cell	http://purl.obolibrary.org/obo/CLO_0002172	Caco-2	Caco-2	CLO:0002172	TRUE	TRUE	TRUE
GSE40844	Calu-3 cell	http://purl.obolibrary.org/obo/CLO_0002192	Calu-3	Calu-3	CLO:0002192	TRUE	TRUE	TRUE
GSE223570	U-87 MG cell	http://purl.obolibrary.org/obo/CLO_0009464	U87	U-87 MG	EFO:0005237	FALSE	FALSE	FALSE
GSE195519	primary cell|||GM25256|||BC-1 cell|||induced pluripotent stem cell line cell	http://www.ebi.ac.uk/efo/EFO_0002660|||http://www.ebi.ac.uk/efo/EFO_0009747|||http://purl.obolibrary.org/obo/CLO_0001887|||http://purl.obolibrary.org/obo/CLO_0037307	iBMECs|||iPSCs|||iPCs|||HDMECs|||iECs	iBMECs|||iPSCs|||iPCs|||HDMECs|||iECs	BTO:0000238|||EFO:0004905|||CL:0000669|||EFO:0005383|||EFO:0007090	FALSE	FALSE	FALSE
GSE39447	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	Human Fibroblasts|||IPS (Induced Pluripotent Stem cells)|||NPC (Neural Precursor Cells)|||Neuron|||MouseBrain	Human Fibroblasts|||IPS (Induced Pluripotent Stem cells)|||NPC (Neural Precursor Cells)|||Neuron|||MouseBrain	CLO:0037302|||EFO:0004905|||EFO:0004041|||CL:0000540|||EFO:0022740	FALSE	FALSE	FALSE
GSE223261	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HeLa	HeLa	CLO:0003684	TRUE	TRUE	TRUE
GSE49107	hTERT RPE-1 cell	http://purl.obolibrary.org/obo/CLO_0004290	ARPE-19	ARPE-19	EFO:0006271	FALSE	FALSE	FALSE
GSE62032	Neuro-2a cell	http://purl.obolibrary.org/obo/CLO_0008154	Neuro 2A (N2A)	Neuro-2a	EFO:0022756	FALSE	FALSE	FALSE
GSE14925	lung cancer cell line|||A549 cell	http://www.ebi.ac.uk/efo/EFO_0002934|||http://purl.obolibrary.org/obo/CLO_0001601		A549	efo:EFO_0000635	FALSE	FALSE	FALSE
GSE26459	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7-B7TamS|||MCF7-G11TamR	MCF-7	EFO:0001203	FALSE	FALSE	FALSE
GSE11523	mouse neural progenitor cell line cell|||3T3 cell|||STO cell	http://purl.obolibrary.org/obo/CLO_0037250|||http://purl.obolibrary.org/obo/CLO_0001345|||http://purl.obolibrary.org/obo/CLO_0009149	5G6GR5|||F9|||iPS-Fbxo15 and iPS-Nanog|||NIH3T3, STO, MEF_BL6 and MEF_DR4	5G6GR5|||F9|||iPS-Fbxo15 and iPS-Nanog|||NIH3T3, STO, MEF_BL6 and MEF_DR4	EFO:0005480|||EFO:0002053|||EFO:0004905|||EFO:0001222	FALSE	FALSE	FALSE
GSE6569	MCF7 cell|||MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606|||http://purl.obolibrary.org/obo/CLO_0007606	MDA-MB-157|||MDA-MB-231|||HCC1954|||HCC70|||BT-20|||HCC1806|||HS578T|||HCC1419|||SK-BR-3|||AU-565|||HCC38|||BT-474|||MDA-MB-468|||HCC1428|||MDA-MB-435S|||H3396|||BT-549|||ZR-75-30|||MCF7|||MCF7/Her2|||MDA-MB-436|||ZR-75-1|||MDA-MB-453	MDA-MB-157|||MDA-MB-231|||HCC1954|||HCC70|||BT-20|||HCC1806|||HS578T|||HCC1419|||SK-BR-3|||AU-565|||HCC38|||BT-474|||MDA-MB-468|||HCC1428|||MDA-MB-435S|||H3396|||BT-549|||ZR-75-30|||MCF7|||MCF7/Her2|||MDA-MB-436|||ZR-75-1|||MDA-MB-453	CLO:0007632|||CLO:0007634|||EFO:0001175|||EFO:0001181|||EFO:0001092|||EFO:0005373|||EFO:0001192|||EFO:0005372|||EFO:0001236|||CLO:0001769|||EFO:0001180|||CLO:0002042|||EFO:0001216|||EFO:0001171|||CLO:0007638|||EFO:0022456|||CLO:0002044|||CLO:0009728|||EFO:0001203|||EFO:0001203|||EFO:0001214|||CLO:0009727|||EFO:0001215	FALSE	FALSE	FALSE
GSE1541	A549 cell	http://purl.obolibrary.org/obo/CLO_0001601	A549	A549	EFO:0001086	FALSE	FALSE	FALSE
GSE162679	cancer cell line	http://www.ebi.ac.uk/efo/EFO_0001639	Rbp53MycN	Rbp53MycN	CLO:0050356	FALSE	FALSE	FALSE
GSE186751	ARPE-19 cell	http://purl.obolibrary.org/obo/CLO_0001749	ARPE-19	ARPE-19	EFO:0006271	FALSE	FALSE	FALSE
GSE108094	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-derived spinal motor neurons	iPSC-derived spinal motor neurons	EFO:0005740	FALSE	FALSE	FALSE
GSE61704	immortal human brain-derived cell line cell	http://purl.obolibrary.org/obo/CLO_0000517	BS149	BS149	EFO:0022712	FALSE	FALSE	FALSE
GSE125453	T84 cell	http://purl.obolibrary.org/obo/CLO_0009254	T84	T84	EFO:0002084	FALSE	FALSE	FALSE
GSE119924	ST486 cell	http://purl.obolibrary.org/obo/CLO_0009143	ST486	ST486	BTO:0000164	FALSE	FALSE	FALSE
GSE59022	DU 145|||DU 145 cell	http://www.ebi.ac.uk/efo/EFO_0005441|||http://purl.obolibrary.org/obo/CLO_0002840	DU145	DU145	EFO:0005441	TRUE	TRUE	FALSE
GSE67299	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	Mouse Embryonic Fibroblasts (MEFs)|||Neural Stem Cells (NSCs)|||Induced Pluripotent Stem Cells (iPSCs)|||V6.5 Embryonic Stem Cells	Mouse Embryonic Fibroblasts (MEFs)|||Neural Stem Cells (NSCs)|||Induced Pluripotent Stem Cells (iPSCs)|||V6.5 Embryonic Stem Cells	EFO:0004040|||CL:0000047|||EFO:0004905|||EFO:0006308	FALSE	FALSE	FALSE
GSE6084	CTLL-2 cell	http://purl.obolibrary.org/obo/CLO_0002636	CTLL-2	CTLL-2	EFO:0002821	FALSE	FALSE	FALSE
GSE56268	P3HR-1 cell	http://purl.obolibrary.org/obo/CLO_0008331	P3HR1	P3HR1	EFO:0022580	FALSE	FALSE	FALSE
GSE33643	A2058 cell	http://purl.obolibrary.org/obo/CLO_0001566	A2058	A2058	EFO:0006361	FALSE	FALSE	FALSE
GSE38008	U-87 MG cell	http://purl.obolibrary.org/obo/CLO_0009464	U87MG	U-87 MG|||U-87 MG cell	EFO:0005237|||CLO:0009464	TRUE	FALSE	TRUE
GSE217848	HEK293T cell	http://purl.obolibrary.org/obo/CLO_0037372	HEK293T	HEK293T	CLO:0037372	TRUE	TRUE	TRUE
GSE116943	HCC38 cell|||BT-549 cell	http://purl.obolibrary.org/obo/CLO_0003655|||http://purl.obolibrary.org/obo/CLO_0002044	BT-549|||HCC38	BT-549|||HCC38	CLO:0002044|||CLO:0003655	TRUE	TRUE	TRUE
GSE211074	cancer cell line	http://www.ebi.ac.uk/efo/EFO_0001639	SU-DIPG-IV|||SU-DIPG-XVII|||SU-DIPG-XXXVI	SU-DIPG-IV|||SU-DIPG-XVII|||SU-DIPG-XXXVI	DOID:3070|||DOID:3070|||DOID:3070	FALSE	FALSE	FALSE
GSE57116	HeLa cell	http://purl.obolibrary.org/obo/CLO_0003684	HeLa	HeLa	CLO:0003684	TRUE	TRUE	TRUE
GSE35022	U-937 cell|||PLAT [human] plasminogen activator, tissue type|||MCF7 cell	http://purl.obolibrary.org/obo/CLO_0009465|||http://purl.org/commons/record/ncbi_gene/5327|||http://purl.obolibrary.org/obo/CLO_0007606	MCF-7	MCF-7	EFO:0001203	FALSE	FALSE	FALSE
GSE26656	A-375 cell	http://purl.obolibrary.org/obo/CLO_0001582	A375|||M24met	A375|||M24met	EFO:0002103|||CLO:0007472	FALSE	FALSE	FALSE
GSE234829	THP-1 cell	http://purl.obolibrary.org/obo/CLO_0009348	THP-1	THP-1	EFO:0001253	FALSE	FALSE	FALSE
GSE30351	Huh7 cell	http://purl.obolibrary.org/obo/CLO_0009989	Huh7	Huh7	EFO:0005384	FALSE	FALSE	FALSE
GSE268860	NCI-H1299 cell	http://purl.obolibrary.org/obo/CLO_0007986	NCI-H1299	NCI-H1299	EFO:0003043	FALSE	FALSE	FALSE
GSE121949	Hep G2 cell	http://purl.obolibrary.org/obo/CLO_0003704	HepG2	HepG2	EFO:0001187	FALSE	FALSE	FALSE
GSE240197	Hep3B|||SK-HEP-1 cell	http://www.ebi.ac.uk/efo/EFO_0002205|||http://purl.obolibrary.org/obo/CLO_0009037	SK-HEP-1|||Hep 3B	SK-HEP-1|||Hep 3B	CLO:0009037|||EFO:0002205	TRUE	TRUE	TRUE
GSE38045	CCD-1079Sk cell	http://purl.obolibrary.org/obo/CLO_0002265	CRL-2097	CRL-2097		FALSE	FALSE	FALSE
GSE48665	human induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037308	iPS cell lines generated with hOSKUL|||iPS cell lines generated with hOSKUL + shp53|||Normal human dermal fibroblasts (NHDF)|||Reference human iPS cell line from Systembio (SBI)	iPS cell lines generated with hOSKUL|||iPS cell lines generated with hOSKUL + shp53|||Normal human dermal fibroblasts (NHDF)|||Reference human iPS cell line from Systembio (SBI)	EFO:0002792	FALSE	FALSE	FALSE
GSE17172	ST486 cell	http://purl.obolibrary.org/obo/CLO_0009143	ST486	ST486	EFO:0022500	FALSE	FALSE	FALSE
GSE39127	HEK293	http://purl.obolibrary.org/obo/CLO_0001230	HEK293	HEK293	EFO:0001182	FALSE	FALSE	FALSE
GSE51739	HCT 116 cell|||MCF7 cell|||cancer cell line|||JURKAT cell|||RCB1001 cell|||LNCaP cell|||MDA-MB-231 cell	http://purl.obolibrary.org/obo/CLO_0003665|||http://purl.obolibrary.org/obo/CLO_0007606|||http://www.ebi.ac.uk/efo/EFO_0001639|||http://purl.obolibrary.org/obo/CLO_0007043|||http://purl.obolibrary.org/obo/CLO_0050797|||http://purl.obolibrary.org/obo/CLO_0037116|||http://purl.obolibrary.org/obo/CLO_0007634		MKN7|||MKN1|||CCRF-CEM|||SNU-1076|||SNU-899|||HLE|||SNU-423|||SNU-449|||SNU-475|||SNU-739|||SNU-761|||SNU-878|||FU97|||IM95|||MKN45|||NUGC-4|||OCUM-1|||JHH-2|||JHH-4|||JHH-6|||DiFi|||L-363|||LNCaP|||OCI-AML2|||RPMI8226|||PL-21|||IM-9|||T-24|||MCF-7|||K-562|||NIH:OVCAR-3|||Saos-2|||MOLT-4|||NCI-H460|||NCI-H929|||RAJI|||JURL-MK1		FALSE	FALSE	FALSE
GSE223405	LNCaP cell	http://purl.obolibrary.org/obo/CLO_0037116	HPr1-AR|||LNCaP|||RC43N|||RC43T	HPr1-AR|||LNCaP|||RC43N|||RC43T	EFO:0022595|||EFO:0002071|||CLO:0051537|||CLO:0051537	FALSE	FALSE	FALSE
